window_start_phi_deg,window_stop_phi_deg,sample_count,gain_total_min_dbi,gain_total_min_theta_deg,gain_total_min_phi_deg,gain_total_max_dbi,gain_total_max_theta_deg,gain_total_max_phi_deg,candidate,candidate_index
260.0,170.0,550,-6.2169116042092,45.0,170.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
265.0,175.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
270.0,180.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
275.0,185.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
280.0,190.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
285.0,195.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
290.0,200.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
295.0,205.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
300.0,210.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
305.0,215.0,550,-6.36685526428641,45.0,175.0,3.82482391746479,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
310.0,220.0,550,-6.36685526428641,45.0,175.0,3.64401056485913,45.0,310.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
315.0,225.0,550,-6.36685526428641,45.0,175.0,3.27140166113185,45.0,315.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
320.0,230.0,550,-6.36685526428641,45.0,175.0,2.71161281041287,45.0,320.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
325.0,235.0,550,-6.36685526428641,45.0,175.0,1.9740256140144,45.0,325.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
330.0,240.0,550,-6.36685526428641,45.0,175.0,1.54936418097965,90.0,65.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
335.0,245.0,550,-6.36685526428641,45.0,175.0,1.54936418097965,90.0,65.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
340.0,250.0,550,-6.36685526428641,45.0,175.0,1.54936418097965,90.0,65.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
345.0,255.0,550,-6.36685526428641,45.0,175.0,1.64342597439195,80.0,255.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
350.0,260.0,550,-6.36685526428641,45.0,175.0,1.92289811001142,75.0,260.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
355.0,265.0,550,-6.36685526428641,45.0,175.0,2.18259906264177,75.0,265.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f1p35_g0p18,9
0.0,270.0,550,-7.6649811510416,45.0,175.0,2.28858000990906,75.0,270.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
5.0,275.0,550,-7.6649811510416,45.0,175.0,2.43632956494706,75.0,275.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
10.0,280.0,550,-7.6649811510416,45.0,175.0,2.52189947778054,75.0,280.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
15.0,285.0,550,-7.6649811510416,45.0,175.0,2.54972812315025,45.0,285.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
20.0,290.0,550,-7.6649811510416,45.0,175.0,3.1269305547609,45.0,290.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
25.0,295.0,550,-7.6649811510416,45.0,175.0,3.53664146099368,45.0,295.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
30.0,300.0,550,-7.6649811510416,45.0,175.0,3.76941104494674,45.0,300.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
35.0,305.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
40.0,310.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
45.0,315.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
50.0,320.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
55.0,325.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
60.0,330.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
65.0,335.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
70.0,340.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
75.0,345.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
80.0,350.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
85.0,355.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
90.0,0.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
95.0,5.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
100.0,10.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
105.0,15.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
110.0,20.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
115.0,25.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
120.0,30.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
125.0,35.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
130.0,40.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
135.0,45.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
140.0,50.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
145.0,55.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
150.0,60.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
155.0,65.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
160.0,70.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
165.0,75.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
170.0,80.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
175.0,85.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
180.0,90.0,550,-6.89960696821967,45.0,180.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
185.0,95.0,550,-6.5530334769471,90.0,185.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
190.0,100.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
195.0,105.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
200.0,110.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
205.0,115.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
210.0,120.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
215.0,125.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
220.0,130.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
225.0,135.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
230.0,140.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
235.0,145.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
240.0,150.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
245.0,155.0,550,-6.51532149029323,55.0,245.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
250.0,160.0,550,-6.23522671335731,55.0,250.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
255.0,165.0,550,-6.57628277105755,65.0,165.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
260.0,170.0,550,-7.32045973416026,55.0,170.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
265.0,175.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
270.0,180.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
275.0,185.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
280.0,190.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
285.0,195.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
290.0,200.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
295.0,205.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
300.0,210.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
305.0,215.0,550,-7.6649811510416,45.0,175.0,3.81769150100507,45.0,305.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
310.0,220.0,550,-7.6649811510416,45.0,175.0,3.67600889671511,45.0,310.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
315.0,225.0,550,-7.6649811510416,45.0,175.0,3.3425983389125,45.0,315.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
320.0,230.0,550,-7.6649811510416,45.0,175.0,2.82307937215718,45.0,320.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
325.0,235.0,550,-7.6649811510416,45.0,175.0,2.13663650390261,45.0,325.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
330.0,240.0,550,-7.6649811510416,45.0,175.0,1.69899770074969,90.0,60.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
335.0,245.0,550,-7.6649811510416,45.0,175.0,1.69899770074969,90.0,60.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
340.0,250.0,550,-7.6649811510416,45.0,175.0,1.69899770074969,90.0,60.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
345.0,255.0,550,-7.6649811510416,45.0,175.0,1.69899770074969,90.0,60.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
350.0,260.0,550,-7.6649811510416,45.0,175.0,1.82777846402601,80.0,260.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
355.0,265.0,550,-7.6649811510416,45.0,175.0,2.07926726006638,75.0,265.0,edgeifa_s18p5_p6p2_h6p3_l4p8_f2p10_g0p18,10
0.0,270.0,550,-7.06679283014074,45.0,175.0,2.73847935892694,75.0,270.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
5.0,275.0,550,-7.06679283014074,45.0,175.0,2.88625336842368,75.0,275.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
10.0,280.0,550,-7.06679283014074,45.0,175.0,2.96853901089735,75.0,280.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
15.0,285.0,550,-7.06679283014074,45.0,175.0,3.02487747793486,70.0,285.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
20.0,290.0,550,-7.06679283014074,45.0,175.0,3.36793188782512,45.0,290.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
25.0,295.0,550,-7.06679283014074,45.0,175.0,3.79123923754909,45.0,295.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
30.0,300.0,550,-7.06679283014074,45.0,175.0,4.01656556227577,45.0,300.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
35.0,305.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
40.0,310.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
45.0,315.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
50.0,320.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
55.0,325.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
60.0,330.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
65.0,335.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
70.0,340.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
75.0,345.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
80.0,350.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
85.0,355.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
90.0,0.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
95.0,5.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
100.0,10.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
105.0,15.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
110.0,20.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
115.0,25.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
120.0,30.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
125.0,35.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
130.0,40.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
135.0,45.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
140.0,50.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
145.0,55.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
150.0,60.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
155.0,65.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
160.0,70.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
165.0,75.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
170.0,80.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
175.0,85.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
180.0,90.0,550,-6.417725747063,45.0,180.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
185.0,95.0,550,-6.12656134883217,90.0,185.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
190.0,100.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
195.0,105.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
200.0,110.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
205.0,115.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
210.0,120.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
215.0,125.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
220.0,130.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
225.0,135.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
230.0,140.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
235.0,145.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
240.0,150.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
245.0,155.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
250.0,160.0,550,-5.64386724896001,50.0,250.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
255.0,165.0,550,-5.73960306422121,60.0,165.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
260.0,170.0,550,-6.60235979807051,50.0,170.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
265.0,175.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
270.0,180.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
275.0,185.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
280.0,190.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
285.0,195.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
290.0,200.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
295.0,205.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
300.0,210.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
305.0,215.0,550,-7.06679283014074,45.0,175.0,4.03284558045089,45.0,305.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
310.0,220.0,550,-7.06679283014074,45.0,175.0,3.82997630625109,45.0,310.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
315.0,225.0,550,-7.06679283014074,45.0,175.0,3.400118526799,45.0,315.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
320.0,230.0,550,-7.06679283014074,45.0,175.0,2.74127354532952,45.0,320.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
325.0,235.0,550,-7.06679283014074,45.0,175.0,1.86456317872275,45.0,325.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
330.0,240.0,550,-7.06679283014074,45.0,175.0,1.57911716588526,90.0,65.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
335.0,245.0,550,-7.06679283014074,45.0,175.0,1.57911716588526,90.0,65.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
340.0,250.0,550,-7.06679283014074,45.0,175.0,1.61617771781451,80.0,250.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
345.0,255.0,550,-7.06679283014074,45.0,175.0,1.93664480853949,75.0,255.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
350.0,260.0,550,-7.06679283014074,45.0,175.0,2.25990903887693,75.0,260.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
355.0,265.0,550,-7.06679283014074,45.0,175.0,2.52858750802862,75.0,265.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f1p80_g0p18,11
0.0,270.0,550,-7.12581408901743,45.0,175.0,2.8696415178831,75.0,270.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f2p60_g0p18,12
5.0,275.0,550,-7.12581408901743,45.0,175.0,2.98533489773439,75.0,275.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f2p60_g0p18,12
10.0,280.0,550,-7.12581408901743,45.0,175.0,3.03831514155942,75.0,280.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f2p60_g0p18,12
15.0,285.0,550,-7.12581408901743,45.0,175.0,3.03831514155942,75.0,280.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f2p60_g0p18,12
20.0,290.0,550,-7.12581408901743,45.0,175.0,3.31607437161287,45.0,290.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f2p60_g0p18,12
25.0,295.0,550,-7.12581408901743,45.0,175.0,3.73094625874792,45.0,295.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f2p60_g0p18,12
30.0,300.0,550,-7.12581408901743,45.0,175.0,3.96111519403138,45.0,300.0,edgeifa_s19p5_p4p8_h6p3_l5p2_f2p60_g0p18,12
