window_start_phi_deg,window_stop_phi_deg,sample_count,gain_total_min_dbi,gain_total_min_theta_deg,gain_total_min_phi_deg,gain_total_max_dbi,gain_total_max_theta_deg,gain_total_max_phi_deg,candidate,candidate_index
80.0,350.0,30,-2.9829701384121,90.0,90.0,3.67539107784125,45.0,80.0,h5p0_l8p8_w8p0_feed1p25_lip0p8,6
85.0,355.0,20,-2.9829701384121,90.0,90.0,3.45793998541238,45.0,85.0,h5p0_l8p8_w8p0_feed1p25_lip0p8,6
90.0,0.0,20,-2.9829701384121,90.0,90.0,5.19095152041549,45.0,0.0,h5p0_l8p8_w8p0_feed1p25_lip0p8,6
0.0,270.0,190,-3.02151581403537,90.0,90.0,6.08458558138981,45.0,5.0,h5p0_l8p8_w8p0_feed2p20,7
5.0,275.0,180,-3.02151581403537,90.0,90.0,6.08458558138981,45.0,5.0,h5p0_l8p8_w8p0_feed2p20,7
10.0,280.0,170,-3.02151581403537,90.0,90.0,6.07146719700807,45.0,10.0,h5p0_l8p8_w8p0_feed2p20,7
15.0,285.0,160,-3.02151581403537,90.0,90.0,6.04195883016925,45.0,15.0,h5p0_l8p8_w8p0_feed2p20,7
20.0,290.0,150,-3.02151581403537,90.0,90.0,5.99538437149823,45.0,20.0,h5p0_l8p8_w8p0_feed2p20,7
25.0,295.0,140,-3.02151581403537,90.0,90.0,5.93083391767661,45.0,25.0,h5p0_l8p8_w8p0_feed2p20,7
30.0,300.0,130,-3.02151581403537,90.0,90.0,5.8470562468203,45.0,30.0,h5p0_l8p8_w8p0_feed2p20,7
35.0,305.0,120,-3.02151581403537,90.0,90.0,5.74261843365579,45.0,35.0,h5p0_l8p8_w8p0_feed2p20,7
40.0,310.0,110,-3.02151581403537,90.0,90.0,5.6162579239563,45.0,40.0,h5p0_l8p8_w8p0_feed2p20,7
45.0,315.0,100,-3.02151581403537,90.0,90.0,5.46726502703842,45.0,45.0,h5p0_l8p8_w8p0_feed2p20,7
50.0,320.0,90,-3.02151581403537,90.0,90.0,5.29572378137397,45.0,50.0,h5p0_l8p8_w8p0_feed2p20,7
55.0,325.0,80,-3.02151581403537,90.0,90.0,5.10250408881986,45.0,55.0,h5p0_l8p8_w8p0_feed2p20,7
60.0,330.0,70,-3.02151581403537,90.0,90.0,4.88900403233599,45.0,60.0,h5p0_l8p8_w8p0_feed2p20,7
65.0,335.0,60,-3.02151581403537,90.0,90.0,4.65674035602215,45.0,65.0,h5p0_l8p8_w8p0_feed2p20,7
70.0,340.0,50,-3.02151581403537,90.0,90.0,4.4069390732493,45.0,70.0,h5p0_l8p8_w8p0_feed2p20,7
75.0,345.0,40,-3.02151581403537,90.0,90.0,4.14027407248239,45.0,75.0,h5p0_l8p8_w8p0_feed2p20,7
80.0,350.0,30,-3.02151581403537,90.0,90.0,3.8568464087083,45.0,80.0,h5p0_l8p8_w8p0_feed2p20,7
85.0,355.0,20,-3.02151581403537,90.0,90.0,3.55640390270523,45.0,85.0,h5p0_l8p8_w8p0_feed2p20,7
90.0,0.0,20,-3.02151581403537,90.0,90.0,6.08207300510168,45.0,0.0,h5p0_l8p8_w8p0_feed2p20,7
0.0,270.0,190,-3.26289646057146,90.0,90.0,6.2063978411075,45.0,0.0,h5p0_l8p8_w8p0_feed3p00,8
5.0,275.0,180,-3.26289646057146,90.0,90.0,6.20365451816095,45.0,5.0,h5p0_l8p8_w8p0_feed3p00,8
10.0,280.0,170,-3.26289646057146,90.0,90.0,6.19139321461727,45.0,10.0,h5p0_l8p8_w8p0_feed3p00,8
15.0,285.0,160,-3.26289646057146,90.0,90.0,6.1685519476028,45.0,15.0,h5p0_l8p8_w8p0_feed3p00,8
20.0,290.0,150,-3.26289646057146,90.0,90.0,6.13382452316662,45.0,20.0,h5p0_l8p8_w8p0_feed3p00,8
25.0,295.0,140,-3.26289646057146,90.0,90.0,6.08539119802111,45.0,25.0,h5p0_l8p8_w8p0_feed3p00,8
30.0,300.0,130,-3.26289646057146,90.0,90.0,6.02077868392467,45.0,30.0,h5p0_l8p8_w8p0_feed3p00,8
35.0,305.0,120,-3.26289646057146,90.0,90.0,5.93702349258811,45.0,35.0,h5p0_l8p8_w8p0_feed3p00,8
40.0,310.0,110,-3.26289646057146,90.0,90.0,5.83113353896239,45.0,40.0,h5p0_l8p8_w8p0_feed3p00,8
45.0,315.0,100,-3.26289646057146,90.0,90.0,5.70066697710976,45.0,45.0,h5p0_l8p8_w8p0_feed3p00,8
50.0,320.0,90,-3.26289646057146,90.0,90.0,5.54416891775198,45.0,50.0,h5p0_l8p8_w8p0_feed3p00,8
55.0,325.0,80,-3.26289646057146,90.0,90.0,5.36126285913094,45.0,55.0,h5p0_l8p8_w8p0_feed3p00,8
