freq_ghz,baseline,phi_deg,linear_pol_deg,theta_deg,measured_pdoa_deg,nominal_pdoa_deg,raw_residual_wrapped_deg,raw_residual_unwrapped_deg,raw_residual_centered_deg,phase_center_delta_x_mm,phase_center_delta_y_mm,phase_center_delta_mag_mm,calibrated_residual_deg,left_mag,right_mag,ux,uy,group
7.738000,E1-E3,45.000000,0.000000,315.000000,131.552278,-111.697756,-116.749967,-476.749967,-144.322654,2.409750,-3.103823,3.929454,-147.547324,10602.740997,10200.062237,-0.500000,-0.500000,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,320.000000,133.743224,-101.537611,-124.719165,-484.719165,-152.291852,2.409750,-3.103823,3.929454,-155.223203,11234.151787,10970.854105,-0.454519,-0.454519,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,325.000000,138.070719,-90.604704,-131.324577,-491.324577,-158.897265,2.409750,-3.103823,3.929454,-161.512987,11748.346016,11636.403616,-0.405580,-0.405580,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,330.000000,145.880566,-78.982240,-135.137194,-495.137194,-162.709881,2.409750,-3.103823,3.929454,-164.990067,12130.027505,12162.301835,-0.353553,-0.353553,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,335.000000,161.204743,-66.758674,-132.036582,-492.036582,-159.609270,2.409750,-3.103823,3.929454,-161.536566,12378.709997,12525.888785,-0.298836,-0.298836,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,340.000000,-165.544589,-54.027034,-111.517554,-471.517554,-139.090242,2.409750,-3.103823,3.929454,-140.649981,12513.524363,12724.537071,-0.241845,-0.241845,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,345.000000,-120.091527,-40.884216,-79.207311,-439.207311,-106.779999,2.409750,-3.103823,3.929454,-107.960310,12574.655154,12781.687381,-0.183013,-0.183013,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,350.000000,-96.366146,-27.430244,-68.935902,-428.935902,-96.508590,2.409750,-3.103823,3.929454,-97.300490,12616.702119,12745.689238,-0.122788,-0.122788,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,355.000000,-89.482632,-13.767512,-75.715120,-435.715120,-103.287808,2.409750,-3.103823,3.929454,-103.685271,12691.292188,12677.588076,-0.061628,-0.061628,phi45.0_pol0.0
7.738000,E1-E3,45.000000,0.000000,360.000000,-91.531062,-0.000000,-91.531062,-451.531062,-119.103749,2.409750,-3.103823,3.929454,-119.103749,12823.982196,12629.857759,-0.000000,-0.000000,phi45.0_pol0.0
7.738000,E1-E3,45.000000,45.000000,0.000000,-0.290594,0.000000,-0.290594,-0.290594,182.008962,2.409750,-3.103823,3.929454,182.008962,12916.143498,12660.036400,0.000000,0.000000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,5.000000,16.300264,13.767512,2.532752,2.532752,184.832308,2.409750,-3.103823,3.929454,185.229771,12557.218092,12845.017345,0.061628,0.061628,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,10.000000,32.414170,27.430244,4.983925,4.983925,187.283481,2.409750,-3.103823,3.929454,188.075381,12220.829378,12943.676393,0.122788,0.122788,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,15.000000,47.735704,40.884216,6.851488,6.851488,189.151043,2.409750,-3.103823,3.929454,190.331355,11925.983198,12915.434021,0.183013,0.183013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,20.000000,62.044130,54.027034,8.017095,8.017095,190.316651,2.409750,-3.103823,3.929454,191.876390,11664.466647,12734.549600,0.241845,0.241845,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,25.000000,75.191945,66.758674,8.433271,8.433271,190.732827,2.409750,-3.103823,3.929454,192.660123,11410.357024,12392.132266,0.298836,0.298836,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,30.000000,87.079952,78.982240,8.097712,8.097712,190.397267,2.409750,-3.103823,3.929454,192.677453,11133.511838,11894.686696,0.353553,0.353553,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,35.000000,97.636114,90.604704,7.031410,7.031410,189.330965,2.409750,-3.103823,3.929454,191.946687,10809.632091,11261.230574,0.405580,0.405580,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,40.000000,106.803019,101.537611,5.265408,5.265408,187.564964,2.409750,-3.103823,3.929454,190.496314,10424.230310,10520.017751,0.454519,0.454519,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,45.000000,114.536425,111.697756,2.838670,2.838670,185.138225,2.409750,-3.103823,3.929454,188.362896,9972.294013,9704.925616,0.500000,0.500000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,50.000000,120.809072,121.007813,-0.198741,-0.198741,182.100815,2.409750,-3.103823,3.929454,185.594263,9456.555843,8851.371111,0.541675,0.541675,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,55.000000,125.608825,129.396927,-3.788102,-3.788102,178.511453,2.409750,-3.103823,3.929454,182.247092,8885.994329,7992.141130,0.579228,0.579228,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,60.000000,128.924435,136.801253,-7.876818,-7.876818,174.422737,2.409750,-3.103823,3.929454,178.372136,8274.657090,7154.060060,0.612372,0.612372,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,65.000000,130.720468,143.164439,-12.443971,-12.443971,169.855585,2.409750,-3.103823,3.929454,173.988686,7640.306877,6356.359885,0.640856,0.640856,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,70.000000,130.908202,148.438057,-17.529855,-17.529855,164.769701,2.409750,-3.103823,3.929454,169.055049,7002.644272,5611.001417,0.664463,0.664463,phi45.0_pol45.0
