freq_ghz,phi_deg,theta_deg,linear_pol_deg,strategy,baseline,pdoa_deg,pdoa_unwrapped_deg,left_mag_rel_db,right_mag_rel_db,valid,left_mag,right_mag
7.738000,45.000000,210.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,62.850004,62.850004,-0.014682,-2.521333,True,1.025611,0.768511
7.738000,45.000000,215.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,47.381125,47.381125,0.000000,-2.288776,True,1.027346,0.789365
7.738000,45.000000,220.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,28.762261,28.762261,-0.010298,-2.030506,True,1.026129,0.813189
7.738000,45.000000,225.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,8.820675,8.820675,-0.038088,-1.836424,True,1.022851,0.831564
7.738000,45.000000,230.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-10.919899,-10.919899,-0.083797,-1.762396,True,1.017483,0.838682
7.738000,45.000000,235.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-30.082352,-30.082352,-0.151843,-1.783886,True,1.009543,0.836609
7.738000,45.000000,240.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-49.400926,-49.400926,-0.248142,-1.839993,True,0.998412,0.831222
7.738000,45.000000,245.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-70.079419,-70.079419,-0.372570,-1.881440,True,0.984211,0.827265
7.738000,45.000000,250.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-92.754574,-92.754574,-0.499413,-1.882073,True,0.969943,0.827205
7.738000,45.000000,255.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-116.152943,-116.152943,-0.572303,-1.834950,True,0.961838,0.831705
7.738000,45.000000,260.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-137.330047,-137.330047,-0.572202,-1.746874,True,0.961849,0.840182
7.738000,45.000000,265.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-154.220361,-154.220361,-0.548285,-1.632589,True,0.964501,0.851309
7.738000,45.000000,270.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-166.685488,-166.685488,-0.543012,-1.508597,True,0.965087,0.863549
7.738000,45.000000,275.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-175.464579,-175.464579,-0.566180,-1.388353,True,0.962516,0.875587
7.738000,45.000000,280.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,178.675014,-181.324986,-0.613874,-1.280301,True,0.957245,0.886547
7.738000,45.000000,285.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,175.157523,-184.842477,-0.680190,-1.188333,True,0.949965,0.895984
7.738000,45.000000,290.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,173.582690,-186.417310,-0.759950,-1.113328,True,0.941281,0.903755
7.738000,45.000000,295.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,173.677357,-186.322643,-0.848717,-1.054598,True,0.931711,0.909886
7.738000,45.000000,300.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,175.260937,-184.739063,-0.942466,-1.010842,True,0.921708,0.914481
7.738000,45.000000,305.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,178.225651,-181.774349,-1.037414,-0.980606,True,0.911688,0.917670
7.738000,45.000000,310.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-177.474549,-177.474549,-1.130013,-0.962474,True,0.902020,0.919588
7.738000,45.000000,315.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-171.831459,-171.831459,-1.217039,-0.955124,True,0.893028,0.920366
7.738000,45.000000,320.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-164.789967,-164.789967,-1.295727,-0.957315,True,0.884974,0.920134
7.738000,45.000000,325.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-156.257984,-156.257984,-1.363891,-0.967703,True,0.878056,0.919034
7.738000,45.000000,330.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-146.122741,-146.122741,-1.419937,-0.984410,True,0.872409,0.917268
7.738000,45.000000,335.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-134.279468,-134.279468,-1.462730,-1.004479,True,0.868121,0.915151
7.738000,45.000000,340.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-120.678116,-120.678116,-1.491326,-1.023820,True,0.865268,0.913116
7.738000,45.000000,345.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-105.383699,-105.383699,-1.504860,-1.038523,True,0.863921,0.911572
7.738000,45.000000,350.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-88.624893,-88.624893,-1.503046,-1.047586,True,0.864101,0.910621
7.738000,45.000000,355.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-70.795284,-70.795284,-1.487738,-1.055038,True,0.865625,0.909840
7.738000,45.000000,360.000000,45.000000,calibrated_2x2_vector_correlation,E1-E3,-52.402703,-52.402703,-1.465151,-1.068680,True,0.867879,0.908412
7.738000,45.000000,0.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-50.510719,-50.510719,-1.757734,-1.164460,True,0.847952,0.907894
7.738000,45.000000,5.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-31.909830,-31.909830,-1.763417,-1.179929,True,0.847397,0.906278
7.738000,45.000000,10.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-13.594444,-13.594444,-1.757685,-1.235064,True,0.847957,0.900544
7.738000,45.000000,15.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,3.819927,3.819927,-1.750043,-1.325216,True,0.848703,0.891245
7.738000,45.000000,20.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,19.829492,19.829492,-1.748105,-1.441543,True,0.848892,0.879388
7.738000,45.000000,25.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,34.125102,34.125102,-1.756100,-1.575761,True,0.848111,0.865904
7.738000,45.000000,30.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,46.611991,46.611991,-1.774828,-1.722293,True,0.846285,0.851419
7.738000,45.000000,35.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,57.366281,57.366281,-1.802542,-1.878112,True,0.843589,0.836281
7.738000,45.000000,40.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,66.563936,66.563936,-1.836088,-2.041646,True,0.840337,0.820683
7.738000,45.000000,45.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,74.415816,74.415816,-1.871850,-2.211779,True,0.836884,0.804765
7.738000,45.000000,50.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,81.123595,81.123595,-1.906359,-2.387271,True,0.833566,0.788668
7.738000,45.000000,55.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,86.857112,86.857112,-1.936603,-2.566441,True,0.830669,0.772567
7.738000,45.000000,60.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,91.748370,91.748370,-1.960100,-2.746583,True,0.828424,0.756709
7.738000,45.000000,65.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,95.896911,95.896911,-1.974820,-2.922512,True,0.827022,0.741536
7.738000,45.000000,70.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,99.382761,99.382761,-1.978999,-3.083736,True,0.826624,0.727899
7.738000,45.000000,75.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,102.286581,102.286581,-1.970921,-3.210514,True,0.827393,0.717352
7.738000,45.000000,80.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,104.725189,104.725189,-1.948724,-3.271237,True,0.829510,0.712354
7.738000,45.000000,85.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,106.937723,106.937723,-1.910250,-3.227562,True,0.833193,0.715945
7.738000,45.000000,90.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,109.583150,109.583150,-1.852983,-3.054040,True,0.838704,0.730392
7.738000,45.000000,95.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,115.367221,115.367221,-1.774036,-2.764063,True,0.846362,0.755187
