freq_ghz,baseline,phi_deg,linear_pol_deg,theta_deg,measured_pdoa_deg,nominal_pdoa_deg,raw_residual_wrapped_deg,raw_residual_unwrapped_deg,raw_residual_centered_deg,phase_center_delta_x_mm,phase_center_delta_y_mm,phase_center_delta_mag_mm,calibrated_residual_deg,left_mag,right_mag,ux,uy,group
7.738000,E1-E3,45.000000,45.000000,15.000000,52.276805,40.884216,11.392589,11.392589,193.282879,-2.337724,-4.070130,4.693709,204.179813,11981.661150,13386.623589,0.183013,0.183013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,20.000000,68.176845,54.027034,14.149811,14.149811,196.040101,-2.337724,-4.070130,4.693709,210.440011,11819.866835,13346.948882,0.241845,0.241845,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,25.000000,82.491911,66.758674,15.733237,15.733237,197.623527,-2.337724,-4.070130,4.693709,215.416820,11697.564783,13097.568751,0.298836,0.298836,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,30.000000,95.013896,78.982240,16.031655,16.031655,197.921945,-2.337724,-4.070130,4.693709,218.973205,11555.168121,12633.476052,0.353553,0.353553,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,35.000000,105.683722,90.604704,15.079018,15.079018,196.969308,-2.337724,-4.070130,4.693709,221.118321,11337.398028,11977.703295,0.405580,0.405580,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,40.000000,114.564746,101.537611,13.027135,13.027135,194.917425,-2.337724,-4.070130,4.693709,221.980403,11007.735579,11172.526896,0.454519,0.454519,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,45.000000,121.785691,111.697756,10.087935,10.087935,191.978226,-2.337724,-4.070130,4.693709,221.749202,10553.904060,10268.618004,0.500000,0.500000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,50.000000,127.485895,121.007813,6.478083,6.478083,188.368373,-2.337724,-4.070130,4.693709,220.620774,9985.445868,9315.319479,0.541675,0.541675,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,55.000000,131.775971,129.396927,2.379043,2.379043,184.269333,-2.337724,-4.070130,4.693709,218.757698,9326.994974,8354.124142,0.579228,0.579228,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,60.000000,134.711001,136.801253,-2.090253,-2.090253,179.800037,-2.337724,-4.070130,4.693709,216.261888,8610.719681,7415.914031,0.612372,0.612372,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,65.000000,136.268130,143.164439,-6.896309,-6.896309,174.993981,-2.337724,-4.070130,4.693709,213.151822,7870.073800,6521.263249,0.640856,0.640856,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,70.000000,136.320537,148.438057,-12.117520,-12.117520,169.772770,-2.337724,-4.070130,4.693709,209.336196,7135.618310,5682.559856,0.664463,0.664463,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,75.000000,134.601509,152.581972,-17.980463,-17.980463,163.909827,-2.337724,-4.070130,4.693709,204.577738,6432.764770,4906.872182,0.683013,0.683013,phi45.0_pol45.0
