window_start_phi_deg,window_stop_phi_deg,sample_count,gain_total_min_dbi,gain_total_min_theta_deg,gain_total_min_phi_deg,xpd_min_db,xpd_p5_db,xpd_median_db,candidate,active_source,candidate_index
90.0,0.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-21.049355090488003,-9.832410649304752,me_h3p5_loop10p4_gap0p55,P1A,1
95.0,5.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-21.15740784547127,-9.836843441836612,me_h3p5_loop10p4_gap0p55,P1A,1
100.0,10.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-21.71718160864806,-9.844582192121354,me_h3p5_loop10p4_gap0p55,P1A,1
105.0,15.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-10.029971514241925,me_h3p5_loop10p4_gap0p55,P1A,1
110.0,20.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-10.029971514241925,me_h3p5_loop10p4_gap0p55,P1A,1
115.0,25.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.844582192121354,me_h3p5_loop10p4_gap0p55,P1A,1
120.0,30.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.832410649304752,me_h3p5_loop10p4_gap0p55,P1A,1
125.0,35.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.676125106503493,me_h3p5_loop10p4_gap0p55,P1A,1
130.0,40.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.612412757544872,me_h3p5_loop10p4_gap0p55,P1A,1
135.0,45.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.486875722938557,me_h3p5_loop10p4_gap0p55,P1A,1
140.0,50.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.282372505280051,me_h3p5_loop10p4_gap0p55,P1A,1
145.0,55.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.185925081697198,me_h3p5_loop10p4_gap0p55,P1A,1
150.0,60.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.118018330056751,me_h3p5_loop10p4_gap0p55,P1A,1
155.0,65.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.118018330056751,me_h3p5_loop10p4_gap0p55,P1A,1
160.0,70.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-9.139515649420746,me_h3p5_loop10p4_gap0p55,P1A,1
165.0,75.0,550,-16.8373883153059,90.0,200.0,-52.38098367972991,-22.005040566306917,-9.185925081697198,me_h3p5_loop10p4_gap0p55,P1A,1
170.0,80.0,550,-16.8373883153059,90.0,200.0,-52.38098367972991,-22.005040566306917,-9.185925081697198,me_h3p5_loop10p4_gap0p55,P1A,1
175.0,85.0,550,-16.8373883153059,90.0,200.0,-52.38098367972991,-22.005040566306917,-9.139515649420746,me_h3p5_loop10p4_gap0p55,P1A,1
180.0,90.0,550,-16.8373883153059,90.0,200.0,-52.38098367972991,-21.15740784547127,-9.037087586160972,me_h3p5_loop10p4_gap0p55,P1A,1
185.0,95.0,550,-16.8373883153059,90.0,200.0,-52.38098367972991,-21.016043716365953,-9.001580232294982,me_h3p5_loop10p4_gap0p55,P1A,1
190.0,100.0,550,-16.8373883153059,90.0,200.0,-52.38098367972991,-20.93005061589691,-9.001580232294982,me_h3p5_loop10p4_gap0p55,P1A,1
195.0,105.0,550,-16.8373883153059,90.0,200.0,-52.38098367972991,-20.677022533441367,-9.037087586160972,me_h3p5_loop10p4_gap0p55,P1A,1
200.0,110.0,550,-16.8373883153059,90.0,200.0,-52.38098367972991,-20.677022533441367,-9.185925081697198,me_h3p5_loop10p4_gap0p55,P1A,1
205.0,115.0,550,-16.8369276160954,90.0,205.0,-52.38098367972991,-20.677022533441367,-9.297862132859796,me_h3p5_loop10p4_gap0p55,P1A,1
210.0,120.0,550,-13.5142012991923,45.0,210.0,-52.38098367972991,-20.677022533441367,-9.619154814859593,me_h3p5_loop10p4_gap0p55,P1A,1
215.0,125.0,550,-12.0989333647517,45.0,215.0,-52.38098367972991,-20.677022533441367,-9.644968376557522,me_h3p5_loop10p4_gap0p55,P1A,1
220.0,130.0,550,-10.8480739832916,45.0,220.0,-52.38098367972991,-20.677022533441367,-9.644968376557522,me_h3p5_loop10p4_gap0p55,P1A,1
225.0,135.0,550,-9.95800602077987,45.0,225.0,-52.38098367972991,-20.587674175972758,-9.63302951690765,me_h3p5_loop10p4_gap0p55,P1A,1
230.0,140.0,550,-9.82465432333171,45.0,140.0,-52.38098367972991,-20.099450856191613,-9.612412757544872,me_h3p5_loop10p4_gap0p55,P1A,1
235.0,145.0,550,-11.1817089361475,45.0,145.0,-52.38098367972991,-19.56710138919775,-9.295248581622415,me_h3p5_loop10p4_gap0p55,P1A,1
240.0,150.0,550,-13.3640881483194,65.0,150.0,-52.38098367972991,-18.645127694570952,-9.045981961062722,me_h3p5_loop10p4_gap0p55,P1A,1
245.0,155.0,550,-18.0506821190468,85.0,155.0,-52.38098367972991,-18.29684046317929,-8.778205743216112,me_h3p5_loop10p4_gap0p55,P1A,1
250.0,160.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-18.13821571751717,-8.624506050081692,me_h3p5_loop10p4_gap0p55,P1A,1
255.0,165.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-17.27284999712626,-8.492789798867479,me_h3p5_loop10p4_gap0p55,P1A,1
260.0,170.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-18.194647598653077,-8.377310101025547,me_h3p5_loop10p4_gap0p55,P1A,1
265.0,175.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-18.29684046317929,-8.31951278631471,me_h3p5_loop10p4_gap0p55,P1A,1
270.0,180.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-18.420958278794718,-8.27460811804618,me_h3p5_loop10p4_gap0p55,P1A,1
275.0,185.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-18.75984875440617,-8.24983444311305,me_h3p5_loop10p4_gap0p55,P1A,1
280.0,190.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-19.29629620377767,-8.19119691191075,me_h3p5_loop10p4_gap0p55,P1A,1
285.0,195.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-19.29629620377767,-7.96315270313216,me_h3p5_loop10p4_gap0p55,P1A,1
290.0,200.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-19.29629620377767,-7.816057421023435,me_h3p5_loop10p4_gap0p55,P1A,1
295.0,205.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-19.29629620377767,-7.399271241486157,me_h3p5_loop10p4_gap0p55,P1A,1
300.0,210.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-19.29629620377767,-7.381571952121662,me_h3p5_loop10p4_gap0p55,P1A,1
305.0,215.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-19.29629620377767,-7.407314114945951,me_h3p5_loop10p4_gap0p55,P1A,1
310.0,220.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-20.099450856191613,-7.8587367222492635,me_h3p5_loop10p4_gap0p55,P1A,1
315.0,225.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-20.503337391097425,-8.19119691191075,me_h3p5_loop10p4_gap0p55,P1A,1
320.0,230.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-20.85276560890014,-8.26097588165115,me_h3p5_loop10p4_gap0p55,P1A,1
325.0,235.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-21.15740784547127,-8.377310101025547,me_h3p5_loop10p4_gap0p55,P1A,1
330.0,240.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-8.492789798867479,me_h3p5_loop10p4_gap0p55,P1A,1
335.0,245.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-8.624506050081692,me_h3p5_loop10p4_gap0p55,P1A,1
340.0,250.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-8.748114328996065,me_h3p5_loop10p4_gap0p55,P1A,1
345.0,255.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-22.005040566306917,-8.841099845291215,me_h3p5_loop10p4_gap0p55,P1A,1
350.0,260.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-21.71718160864806,-9.045981961062722,me_h3p5_loop10p4_gap0p55,P1A,1
355.0,265.0,550,-18.4252875400179,90.0,160.0,-52.38098367972991,-21.15740784547127,-9.139515649420746,me_h3p5_loop10p4_gap0p55,P1A,1
0.0,270.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-1.194162411316559,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
5.0,275.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,1.1256333761581812,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
10.0,280.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,1.7629028699336087,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
15.0,285.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,2.558780981013948,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
20.0,290.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,3.303910519792224,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
25.0,295.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,4.156809710088085,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
30.0,300.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,4.4864879934542925,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
35.0,305.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,4.547350709549094,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
40.0,310.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,4.547350709549094,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
45.0,315.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,4.547350709549094,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
50.0,320.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,4.547350709549094,11.458912218953367,me_h3p5_loop10p4_gap0p55,P1B,1
55.0,325.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,4.547350709549094,11.449132091651295,me_h3p5_loop10p4_gap0p55,P1B,1
60.0,330.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,3.7748004379149602,11.37978296773592,me_h3p5_loop10p4_gap0p55,P1B,1
65.0,335.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,2.7764545481780525,11.27185020666463,me_h3p5_loop10p4_gap0p55,P1B,1
70.0,340.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,2.0614311469880655,11.170423207295137,me_h3p5_loop10p4_gap0p55,P1B,1
75.0,345.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,1.1256333761581812,11.05767177403271,me_h3p5_loop10p4_gap0p55,P1B,1
80.0,350.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,-0.7676127712850913,10.74507559658076,me_h3p5_loop10p4_gap0p55,P1B,1
85.0,355.0,550,-12.6957598557439,45.0,180.0,-29.317162544874154,-2.424210983737581,10.523892889819962,me_h3p5_loop10p4_gap0p55,P1B,1
90.0,0.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-4.7350305146117435,9.844435815266877,me_h3p5_loop10p4_gap0p55,P1B,1
95.0,5.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,9.596790721342575,me_h3p5_loop10p4_gap0p55,P1B,1
100.0,10.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,9.408848132979763,me_h3p5_loop10p4_gap0p55,P1B,1
105.0,15.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,9.151319867425665,me_h3p5_loop10p4_gap0p55,P1B,1
110.0,20.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.96786983312328,me_h3p5_loop10p4_gap0p55,P1B,1
115.0,25.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.842572046666966,me_h3p5_loop10p4_gap0p55,P1B,1
120.0,30.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.686296505244993,me_h3p5_loop10p4_gap0p55,P1B,1
125.0,35.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.619705272148694,me_h3p5_loop10p4_gap0p55,P1B,1
130.0,40.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.4958002062701,me_h3p5_loop10p4_gap0p55,P1B,1
135.0,45.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.44046578668559,me_h3p5_loop10p4_gap0p55,P1B,1
140.0,50.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.367100687470003,me_h3p5_loop10p4_gap0p55,P1B,1
145.0,55.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.349080674675626,me_h3p5_loop10p4_gap0p55,P1B,1
150.0,60.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.312214874122176,me_h3p5_loop10p4_gap0p55,P1B,1
155.0,65.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.312214874122176,me_h3p5_loop10p4_gap0p55,P1B,1
160.0,70.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.312214874122176,me_h3p5_loop10p4_gap0p55,P1B,1
165.0,75.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.312214874122176,me_h3p5_loop10p4_gap0p55,P1B,1
170.0,80.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.312214874122176,me_h3p5_loop10p4_gap0p55,P1B,1
175.0,85.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.367100687470003,me_h3p5_loop10p4_gap0p55,P1B,1
180.0,90.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.53188312202079,me_h3p5_loop10p4_gap0p55,P1B,1
185.0,95.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.672963240327203,me_h3p5_loop10p4_gap0p55,P1B,1
190.0,100.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.76576586645258,me_h3p5_loop10p4_gap0p55,P1B,1
195.0,105.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
200.0,110.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
205.0,115.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
210.0,120.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
215.0,125.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
220.0,130.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
225.0,135.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
230.0,140.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
235.0,145.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
240.0,150.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.844487931555603,me_h3p5_loop10p4_gap0p55,P1B,1
245.0,155.0,550,-12.2340330421743,45.0,245.0,-47.94893804008619,-4.063274230517535,8.949856433580774,me_h3p5_loop10p4_gap0p55,P1B,1
250.0,160.0,550,-11.8468154807912,45.0,250.0,-47.94893804008619,-4.063274230517535,8.993244013753765,me_h3p5_loop10p4_gap0p55,P1B,1
255.0,165.0,550,-10.246179831069,45.0,255.0,-47.94893804008619,-4.063274230517535,9.142562494666311,me_h3p5_loop10p4_gap0p55,P1B,1
260.0,170.0,550,-8.51002718121503,45.0,260.0,-47.94893804008619,-4.063274230517535,9.14488352762018,me_h3p5_loop10p4_gap0p55,P1B,1
265.0,175.0,550,-9.79971392692103,45.0,175.0,-47.94893804008619,-4.063274230517535,9.109385436718377,me_h3p5_loop10p4_gap0p55,P1B,1
270.0,180.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,9.010927635845661,me_h3p5_loop10p4_gap0p55,P1B,1
275.0,185.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.949856433580774,me_h3p5_loop10p4_gap0p55,P1B,1
280.0,190.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.8298613094235,me_h3p5_loop10p4_gap0p55,P1B,1
285.0,195.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.890446003257233,me_h3p5_loop10p4_gap0p55,P1B,1
290.0,200.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,8.993244013753765,me_h3p5_loop10p4_gap0p55,P1B,1
295.0,205.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,9.151319867425665,me_h3p5_loop10p4_gap0p55,P1B,1
300.0,210.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,9.537256742543963,me_h3p5_loop10p4_gap0p55,P1B,1
305.0,215.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,9.948986755541968,me_h3p5_loop10p4_gap0p55,P1B,1
310.0,220.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,10.339183129706772,me_h3p5_loop10p4_gap0p55,P1B,1
315.0,225.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,10.736818430473585,me_h3p5_loop10p4_gap0p55,P1B,1
320.0,230.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,11.132188228181693,me_h3p5_loop10p4_gap0p55,P1B,1
325.0,235.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,11.242556145660876,me_h3p5_loop10p4_gap0p55,P1B,1
330.0,240.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,11.275015809047254,me_h3p5_loop10p4_gap0p55,P1B,1
335.0,245.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,11.435660190651957,me_h3p5_loop10p4_gap0p55,P1B,1
340.0,250.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,11.449132091651295,me_h3p5_loop10p4_gap0p55,P1B,1
345.0,255.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,11.458912218953367,me_h3p5_loop10p4_gap0p55,P1B,1
350.0,260.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-5.626228034403881,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
355.0,265.0,550,-12.6957598557439,45.0,180.0,-47.94893804008619,-4.010544913965165,11.460156403162083,me_h3p5_loop10p4_gap0p55,P1B,1
0.0,270.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.652238884919537,-3.645308514158992,me_h3p5_loop12p0_gap0p55,P1A,2
5.0,275.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-18.062161017042943,-3.6291011354956497,me_h3p5_loop12p0_gap0p55,P1A,2
10.0,280.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-3.6035598423274537,me_h3p5_loop12p0_gap0p55,P1A,2
15.0,285.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-3.576164189518298,me_h3p5_loop12p0_gap0p55,P1A,2
20.0,290.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-3.5734862267847327,me_h3p5_loop12p0_gap0p55,P1A,2
25.0,295.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-3.5734862267847327,me_h3p5_loop12p0_gap0p55,P1A,2
30.0,300.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-3.576164189518298,me_h3p5_loop12p0_gap0p55,P1A,2
35.0,305.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-3.6291011354956497,me_h3p5_loop12p0_gap0p55,P1A,2
40.0,310.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-3.8073838423220026,me_h3p5_loop12p0_gap0p55,P1A,2
45.0,315.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-4.095033661503381,me_h3p5_loop12p0_gap0p55,P1A,2
50.0,320.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-4.230402196804442,me_h3p5_loop12p0_gap0p55,P1A,2
55.0,325.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-4.363869613380635,me_h3p5_loop12p0_gap0p55,P1A,2
60.0,330.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-4.491305125253337,me_h3p5_loop12p0_gap0p55,P1A,2
65.0,335.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-4.659494787531119,me_h3p5_loop12p0_gap0p55,P1A,2
70.0,340.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-4.7068005791914675,me_h3p5_loop12p0_gap0p55,P1A,2
75.0,345.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-4.797152030851209,me_h3p5_loop12p0_gap0p55,P1A,2
80.0,350.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-17.73403462005902,-4.967748427813168,me_h3p5_loop12p0_gap0p55,P1A,2
85.0,355.0,550,-22.0901347232347,75.0,155.0,-34.982859952884006,-18.138601011560503,-5.062180222913575,me_h3p5_loop12p0_gap0p55,P1A,2
90.0,0.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.652238884919537,-5.1473678142726005,me_h3p5_loop12p0_gap0p55,P1A,2
95.0,5.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.258602843056019,me_h3p5_loop12p0_gap0p55,P1A,2
100.0,10.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.391990667068484,me_h3p5_loop12p0_gap0p55,P1A,2
105.0,15.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.473558700384808,me_h3p5_loop12p0_gap0p55,P1A,2
110.0,20.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.564565848824486,me_h3p5_loop12p0_gap0p55,P1A,2
115.0,25.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.598081840856168,me_h3p5_loop12p0_gap0p55,P1A,2
120.0,30.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.598081840856168,me_h3p5_loop12p0_gap0p55,P1A,2
125.0,35.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.598081840856168,me_h3p5_loop12p0_gap0p55,P1A,2
130.0,40.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.598081840856168,me_h3p5_loop12p0_gap0p55,P1A,2
135.0,45.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.5800594080674815,me_h3p5_loop12p0_gap0p55,P1A,2
140.0,50.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.470784871688435,me_h3p5_loop12p0_gap0p55,P1A,2
145.0,55.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.314935961775768,me_h3p5_loop12p0_gap0p55,P1A,2
150.0,60.0,550,-22.0901347232347,75.0,155.0,-40.83164632893695,-18.654972362952954,-5.2214816223394624,me_h3p5_loop12p0_gap0p55,P1A,2
