amp_b,phase_b_deg,score,avg_rms_bias_deg,p95_rms_bias_deg,avg_max_abs_bias_deg,max_abs_bias_deg,avg_valid_percent,avg_reference_monotonic_percent,curve_count,pdoa_rms_target_met,pdoa_max_target_met
1.05,-100.0,116.86384360795424,46.98903788263789,79.51531304077123,135.1991048221536,179.95560553156392,99.6908295281583,71.48433036490547,288,False,False
0.9,-90.0,116.8714317654817,47.012361066556544,80.42079728918559,135.3156146481578,179.99913090014013,99.69558599695586,71.32862762997739,288,False,False
0.925,-95.0,116.91874401790058,46.8653196492675,80.2753485073186,134.89984711301702,179.97858647265525,99.62899543378995,71.54109067988176,288,False,False
0.975,-102.5,116.92470023384716,47.59624969308132,78.99871506563049,135.74685906985061,179.56673321519503,99.65753424657534,71.73481475271382,288,False,False
1.025,-82.5,116.93437463519817,46.87510174602647,82.39096743161444,133.24725631001314,179.94920785645553,99.7574200913242,70.82573372332762,288,False,False
0.95,-100.0,116.96338237328702,47.35083222447612,78.89150389548176,134.95135829394738,179.98896870182125,99.66704718417047,71.58564814814815,288,False,False
1.075,-100.0,117.00436802423967,46.9378731066778,78.3846079729652,135.124075033209,179.77524406187422,99.68131659056317,71.30745895123829,288,False,False
1.1,-92.5,117.07315601426512,46.425552520390774,81.34184633145699,134.33226851707872,179.89475608149337,99.65753424657534,71.14197530864197,288,False,False
0.95,-85.0,117.11497605262802,46.88748098480783,82.24946037490083,133.53361857033403,179.91204582898183,99.77644596651446,71.31265214745262,288,False,False
0.975,-82.5,117.19687276598364,47.016078110860136,82.64674685175395,133.36155229432867,179.77112953633429,99.76217656012176,71.02082401818318,288,False,False
1.0,-80.0,117.24469546441787,47.31248511552537,82.58140313402068,133.54293984985492,179.974734825396,99.76217656012176,70.84529553866408,288,False,False
1.0,-105.0,117.34315964323538,48.044238936559594,79.3564410400026,136.58876140762163,179.8666179313713,99.67656012176559,71.81116017090196,288,False,False
0.925,-97.5,117.37188170124801,47.160138135381466,79.43538707844978,134.9441435301445,179.99260932501903,99.66704718417047,71.60493827160494,288,False,False
1.125,-90.0,117.37420779081545,46.438802831942695,81.59962502861804,133.9691027978008,179.990217200075,99.65277777777777,71.35416666666667,288,False,False
1.1,-87.5,117.39523444229083,46.501479159152574,81.86117948515236,134.04035653481114,179.646119551992,99.70985540334856,71.23842592592592,288,False,False
0.95,-102.5,117.45758284941782,47.716670182094745,78.06524983555201,135.5660568593788,179.85922837458423,99.65753424657534,71.85193724072832,288,False,False
1.075,-85.0,117.4904086506159,46.60053687041383,82.07375165016718,133.72825565937546,179.9523545130775,99.72888127853882,71.07651309089103,288,False,False
1.1,-95.0,117.515284890949,46.47186117971356,80.93378194385353,134.74553840692744,179.84730826056966,99.6622907153729,71.13248161810368,288,False,False
0.9,-92.5,117.55400713495217,47.02347723653833,80.52084256151102,135.25240861709955,179.97642819282913,99.68131659056317,71.38704138410712,288,False,False
1.05,-82.5,117.64876922005385,46.86982998701504,82.2754343341436,133.3648319883113,179.51553269151384,99.73839421613394,70.8455749931689,288,False,False
0.9,-87.5,117.67964942439221,47.207015946874215,80.40182661577538,135.293752398072,179.99169468770543,99.78120243531203,71.32973768537148,288,False,False
1.125,-92.5,117.84111747314114,46.46937978690169,81.28169580150305,134.20232199392362,179.7787149351239,99.65753424657534,71.23842592592592,288,False,False
1.1,-97.5,117.8769418057435,46.7110283508866,79.99015581627835,134.8419997680083,179.9853680428759,99.70034246575342,71.13331221899297,288,False,False
0.925,-100.0,117.89435385426886,47.53238524191793,78.59913014137511,135.1238594739552,179.917220982623,99.67656012176559,71.66280864197532,288,False,False
1.025,-80.0,117.98526403323783,47.25691957024046,82.46472592979491,133.45981856699254,179.99517198977637,99.75266362252664,70.84584668504857,288,False,False
0.9,-95.0,117.98655060052596,47.13118140111623,80.00357550466603,135.31345525973018,179.9104296686109,99.65753424657534,71.46448133243908,288,False,False
0.925,-85.0,118.04974137285804,47.122649442700805,81.82405063626038,134.27793797769357,179.97233194790033,99.78595890410958,71.31477134411406,288,False,False
1.05,-102.5,118.09003825092377,47.48839085942062,79.7374280360192,135.917226332545,179.89763975452473,99.69558599695586,71.61798724445438,288,False,False
1.025,-105.0,118.18240770427015,48.029956187595246,79.32614716797903,136.42404294349802,179.96851871163602,99.6908295281583,71.81060902451748,288,False,False
1.125,-87.5,118.21122029639697,46.55630422534146,81.75390050260293,133.98855683796316,179.9421130561219,99.67180365296804,71.19984567901234,288,False,False
1.15,-90.0,118.24172377973997,46.589350266241,81.5322599311128,134.08201861066132,179.84586616984956,99.6622907153729,71.2770061728395,288,False,False
0.975,-80.0,118.24385217185196,47.37637986275232,82.7068983010374,133.32017628099808,179.84729341767257,99.75266362252664,70.82627710708697,288,False,False
1.1,-85.0,118.27451789268866,46.66017761669318,81.96598738938415,133.9011087275016,179.91406628943133,99.6908295281583,71.18055555555556,288,False,False
0.95,-82.5,118.30811981741932,47.1388266443004,82.78863549447327,133.36304700380146,179.9850393541794,99.75266362252664,71.1977264823509,288,False,False
1.125,-95.0,118.31268856727219,46.563230278511895,80.79408419534354,134.77080142197795,179.89634381161756,99.65277777777777,71.17051071863278,288,False,False
0.875,-90.0,118.31599542983307,47.26980166285967,80.81327509584993,135.5167306564137,179.95319016466948,99.68607305936072,71.34846113719352,288,False,False
1.1,-100.0,118.3267627540686,47.0811555079803,79.04294500251031,135.03836520988423,179.9595915433489,99.72888127853882,71.34578303152246,288,False,False
0.975,-105.0,118.37425883002896,48.166963812201345,79.38796071166271,136.69230113589256,179.97958828352688,99.68131659056317,71.83264711727152,288,False,False
1.0,-107.5,118.42445819531913,48.74060450402362,78.93220318187403,137.1015408126536,179.85625659916218,99.70985540334856,71.86608850634673,288,False,False
0.9,-97.5,118.47033931955698,47.45731794517897,79.15947079260395,135.39469544242144,179.9695749671746,99.6908295281583,71.56635802469135,288,False,False
1.075,-82.5,118.4812224419543,46.89151382196821,82.16719487573079,133.62158841768235,179.98696236530452,99.72888127853882,70.88361185632313,288,False,False
0.925,-102.5,118.51694503411588,48.02517243771854,77.76507312128145,136.14689735234435,179.82232519588763,99.67656012176559,71.91358024691357,288,False,False
1.0,-77.5,118.51778309606594,47.93161214379597,82.63993089566785,133.86398765712167,179.95392754443054,99.80022831050229,70.85262345679013,288,False,False
0.875,-92.5,118.66943430987021,47.309969435336136,80.2968802374243,135.50788370143576,179.78747815095608,99.67656012176559,71.42672392378965,288,False,False
1.15,-92.5,118.67156602554701,46.606163138067934,81.12897939771565,134.2903447286474,179.927813397754,99.67180365296804,71.2770061728395,288,False,False
1.05,-80.0,118.7823048967014,47.265380662994225,82.3560496621337,133.50910053476588,179.99068400671229,99.7574200913242,70.7292908686688,288,False,False
1.075,-102.5,118.90365354961524,47.48865387359753,79.71470742647972,135.96471006867137,179.96785337538552,99.70034246575342,71.61908953722335,288,False,False
0.9,-100.0,118.95141978241463,47.80215811569868,78.31786060099431,135.5603637646786,179.94527381347143,99.65277777777777,71.79593766301512,288,False,False
1.05,-105.0,118.95701560878054,48.03514067166419,79.29698557696445,136.49050918942837,179.53685564545526,99.70034246575342,71.8103373326378,288,False,False
1.125,-97.5,118.97649095973534,46.84394560225716,80.36272402244748,135.1174391132023,179.82555284969976,99.72888127853882,71.13220992622401,288,False,False
1.15,-87.5,119.0457764162032,46.684968064523304,81.652324321186,134.12260904902072,179.9747862639744,99.68607305936072,71.25771604938272,288,False,False
1.175,-90.0,119.0482871755992,46.69138218295766,81.43075733628511,134.1801634759154,179.90727257759357,99.64326484018265,71.21913580246913,288,False,False
0.9,-85.0,119.07596252289765,47.4219528373087,81.41612967627151,134.50595752190648,179.98355644255497,99.80022831050229,71.33487654320987,288,False,False
1.125,-85.0,119.0960574338577,46.759194821473294,81.86438342119612,134.1779597382689,179.910287523644,99.67656012176559,71.19984567901234,288,False,False
1.15,-95.0,119.12238170684277,46.681222747514674,80.64909786342237,135.04785696925143,179.94518997072078,99.63850837138509,71.15094890329632,288,False,False
0.875,-95.0,119.15778037186658,47.45337441871524,79.74193628631713,135.6313004051091,179.99783908274895,99.65753424657534,71.42755452467894,288,False,False
