valid_count,total_count,valid_percent,pdoa_span_deg,pdoa_start_deg,pdoa_end_deg,monotonic_segment_percent,min_pair_mag_rel_db,rms_bias_vs_pol0_deg,mean_abs_bias_vs_pol0_deg,max_abs_bias_vs_pol0_deg,freq_ghz,phi_deg,linear_pol_deg,strategy,strategy_note,baseline
73,73,100.0,322.4289534943555,4.146222036965327,4.146222036965355,50.0,-29.026045226447184,0.0,0.0,0.0,7.738,45.0,0.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E1-E3
72,73,98.63013698630137,619.9957040618276,0.22337554418641048,-359.7766244558136,59.15492957746479,-36.72818990753638,63.39445994012774,46.903528871330295,176.29266325789857,7.738,45.0,45.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E1-E3
73,73,100.0,209.46870331047677,-4.228724029384011,-4.228724029384011,50.0,-18.219936713416512,76.67333606916127,61.99858621725388,153.1612634729376,7.738,45.0,90.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E1-E3
73,73,100.0,253.32669833072077,-44.02125545740034,-44.02125545740023,59.72222222222222,-13.053562299369382,120.18302152888421,107.56597735057397,179.50425940591538,7.738,45.0,135.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E1-E3
73,73,100.0,360.0,-4.35586228234564,355.64413771765436,70.83333333333333,-27.930612936021806,0.0,0.0,0.0,7.738,45.0,0.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E2-E4
73,73,100.0,437.06132022982734,0.6091781471374134,0.6091781471374134,73.61111111111111,-34.873511946526634,34.620796496183566,24.27577901451492,170.30388717387086,7.738,45.0,45.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E2-E4
73,73,100.0,411.8779069628786,6.414282607795428,366.4142826077955,73.61111111111111,-31.94590515802808,90.110030169377,67.46609649013995,178.71599844574536,7.738,45.0,90.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E2-E4
72,73,98.63013698630137,298.57585446524314,15.19935367171496,15.19935367171496,56.33802816901409,-36.30362916815075,75.72605788977175,58.12148464326521,174.97905064905638,7.738,45.0,135.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E2-E4
73,73,100.0,341.5792859729191,-14.09986184907703,-14.099861849077001,50.0,-29.269467411617786,0.0,0.0,0.0,7.738,45.0,0.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E1-E2
73,73,100.0,263.8274931828936,-18.39916351698929,-18.39916351698929,69.44444444444444,-32.57207828618516,46.11061554444691,27.86950931208474,175.9689820770501,7.738,45.0,45.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E1-E2
73,73,100.0,208.35227238215217,-22.854741142651733,-22.854741142651733,54.166666666666664,-25.40938127334112,56.75328104976336,44.23955660318068,151.3895878996792,7.738,45.0,90.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E1-E2
73,73,100.0,255.81826557460624,-19.72856200036398,-19.72856200036395,61.111111111111114,-24.367845327539452,92.76446326798302,77.49539020412001,179.33430598509347,7.738,45.0,135.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E1-E2
73,73,100.0,498.1486226688902,18.246083886042356,18.246083886042356,65.27777777777777,-29.99109227889745,0.0,0.0,0.0,7.738,45.0,0.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E2-E3
72,73,98.63013698630137,670.6058018591825,18.6225390611757,-341.3774609388243,52.11267605633803,-36.72818990753638,48.39320569872581,30.869804902048934,168.67786919139792,7.738,45.0,45.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E2-E3
73,73,100.0,338.84923180078005,18.62601711326772,18.62601711326772,54.166666666666664,-25.865840409080914,79.08860552859815,58.27635197008054,173.4894065062555,7.738,45.0,90.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E2-E3
73,73,100.0,254.3859593306567,-24.292693457036393,-24.292693457036194,61.111111111111114,-24.367845327539452,94.37425151139752,80.92427721176763,178.29690624816078,7.738,45.0,135.0,y_only_b_port,仅使用 B 口，全局 Y 极化通道。,E2-E3
