case,active_pol,freq_ghz,theta_deg,phi_deg,linear_pol_deg,baseline,left_source,right_source,left_mag,right_mag,pdoa_deg,left_mag_rel_db,right_mag_rel_db,valid,phase_error_vs_pol0_deg,reference_phase_slope_deg_per_az_deg,azimuth_error_equiv_deg,pdoa_unwrapped_deg
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,5.000000,0.000000,E1-E3,P1A,P3A,2280.437870,1672.490830,-5.015770,-3.607574,-6.300664,True,0.000000,-0.089548,nan,-5.015770
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,10.000000,0.000000,E1-E3,P1A,P3A,2300.470438,1744.508686,-5.467093,-3.531606,-5.934476,True,0.000000,-0.091619,nan,-5.467093
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,15.000000,0.000000,E1-E3,P1A,P3A,2316.282428,1815.024577,-5.931960,-3.472109,-5.590289,True,0.000000,-0.096264,nan,-5.931960
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,20.000000,0.000000,E1-E3,P1A,P3A,2330.280008,1882.570694,-6.429734,-3.419777,-5.272913,True,0.000000,-0.105560,nan,-6.429734
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,25.000000,0.000000,E1-E3,P1A,P3A,2343.402146,1944.134571,-6.987556,-3.371002,-4.993412,True,0.000000,-0.120018,nan,-6.987556
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,30.000000,0.000000,E1-E3,P1A,P3A,2354.948548,1996.051257,-7.629911,-3.328310,-4.764505,True,0.000000,-0.137978,nan,-7.629911
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,35.000000,0.000000,E1-E3,P1A,P3A,2363.067528,2035.086414,-8.367340,-3.298416,-4.596282,True,0.000000,-0.155690,nan,-8.367340
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,40.000000,0.000000,E1-E3,P1A,P3A,2365.543828,2059.211365,-9.186816,-3.289319,-4.493920,True,0.000000,-0.167994,nan,-9.186816
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,45.000000,0.000000,E1-E3,P1A,P3A,2360.443202,2067.781526,-10.047283,-3.308068,-4.457846,True,0.000000,-0.169715,nan,-10.047283
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,50.000000,0.000000,E1-E3,P1A,P3A,2346.414497,2061.222826,-10.883963,-3.359844,-4.485440,True,0.000000,-0.157395,nan,-10.883963
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,55.000000,0.000000,E1-E3,P1A,P3A,2322.732096,2040.574354,-11.621231,-3.447956,-4.572890,True,0.000000,-0.130487,nan,-11.621231
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,60.000000,0.000000,E1-E3,P1A,P3A,2289.269406,2007.181938,-12.188830,-3.574001,-4.716204,True,0.000000,-0.091322,nan,-12.188830
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,65.000000,0.000000,E1-E3,P1A,P3A,2246.515138,1962.610038,-12.534456,-3.737752,-4.911259,True,0.000000,-0.043956,nan,-12.534456
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,70.000000,0.000000,E1-E3,P1A,P3A,2195.600878,1908.649175,-12.628388,-3.936871,-5.153417,True,0.000000,0.007424,nan,-12.628388
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,75.000000,0.000000,E1-E3,P1A,P3A,2138.233030,1847.256109,-12.460221,-4.166838,-5.437397,True,0.000000,0.059767,nan,-12.460221
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,80.000000,0.000000,E1-E3,P1A,P3A,2076.459858,1780.350025,-12.030719,-4.421468,-5.757831,True,0.000000,0.111795,nan,-12.030719
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,85.000000,0.000000,E1-E3,P1A,P3A,2012.305560,1709.509947,-11.342269,-4.694060,-6.110506,True,0.000000,0.164031,nan,-11.342269
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,90.000000,0.000000,E1-E3,P1A,P3A,1947.388834,1635.697969,-10.390410,-4.978885,-6.493877,True,0.000000,0.218425,nan,-10.390410
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,95.000000,0.000000,E1-E3,P1A,P3A,1882.666906,1559.139393,-9.158022,-5.272469,-6.910240,True,0.000000,0.277674,nan,-9.158022
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,100.000000,0.000000,E1-E3,P1A,P3A,1818.405925,1479.435006,-7.613665,-5.574122,-7.366021,True,0.000000,0.344194,nan,-7.613665
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,105.000000,0.000000,E1-E3,P1A,P3A,1754.396263,1395.891663,-5.716085,-5.885385,-7.870905,True,0.000000,0.418662,nan,-5.716085
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,110.000000,0.000000,E1-E3,P1A,P3A,1690.330422,1307.966570,-3.427047,-6.208507,-8.436006,True,0.000000,0.498249,nan,-3.427047
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,115.000000,0.000000,E1-E3,P1A,P3A,1626.170479,1215.659598,-0.733592,-6.544617,-9.071699,True,0.000000,0.574930,0.000000,-0.733592
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,120.000000,0.000000,E1-E3,P1A,P3A,1562.299451,1119.689636,2.322254,-6.892653,-9.785986,True,0.000000,0.634642,0.000000,2.322254
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,125.000000,0.000000,E1-E3,P1A,P3A,1499.338723,1021.378986,5.612824,-7.249944,-10.584200,True,0.000000,0.658047,0.000000,5.612824
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,130.000000,0.000000,E1-E3,P1A,P3A,1437.737635,922.333942,8.902722,-7.614346,-11.470175,True,0.000000,0.622760,0.000000,8.902722
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,135.000000,0.000000,E1-E3,P1A,P3A,1377.484518,824.186621,11.840423,-7.986204,-12.447428,True,0.000000,0.505260,0.000000,11.840423
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,140.000000,0.000000,E1-E3,P1A,P3A,1318.319980,728.751485,13.955324,-8.367522,-13.516350,True,0.000000,0.280549,nan,13.955324
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,145.000000,0.000000,E1-E3,P1A,P3A,1260.525685,638.863154,14.645913,-8.756905,-14.659782,True,0.000000,-0.076137,nan,14.645913
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,150.000000,0.000000,E1-E3,P1A,P3A,1205.888995,559.843639,13.193954,-9.141792,-15.806604,True,0.000000,-0.563599,-0.000000,13.193954
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,155.000000,0.000000,E1-E3,P1A,P3A,1158.139512,500.778120,9.009927,-9.492721,-16.775032,True,0.000000,-1.077231,-0.000000,9.009927
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,160.000000,0.000000,E1-E3,P1A,P3A,1122.225608,473.119868,2.421643,-9.766335,-17.268515,True,0.000000,-1.365773,-0.000000,2.421643
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,165.000000,0.000000,E1-E3,P1A,P3A,1102.340718,483.862931,-4.647806,-9.921622,-17.073492,True,0.000000,-1.237852,-0.000000,-4.647806
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,170.000000,0.000000,E1-E3,P1A,P3A,1099.587201,528.427005,-9.956872,-9.943345,-16.308239,True,0.000000,-0.820358,-0.000000,-9.956872
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,175.000000,0.000000,E1-E3,P1A,P3A,1110.885782,593.321535,-12.851386,-9.854551,-15.302137,True,0.000000,-0.405166,nan,-12.851386
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,180.000000,0.000000,E1-E3,P1A,P3A,1130.072080,664.155594,-14.008530,-9.705816,-14.322542,True,0.000000,-0.145676,nan,-14.008530
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,185.000000,0.000000,E1-E3,P1A,P3A,1150.427018,729.960206,-14.308142,-9.550757,-13.501955,True,0.000000,-0.033184,nan,-14.308142
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,190.000000,0.000000,E1-E3,P1A,P3A,1167.026237,784.004841,-14.340373,-9.426326,-12.881564,True,0.000000,-0.009961,nan,-14.340373
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,195.000000,0.000000,E1-E3,P1A,P3A,1177.812107,823.486313,-14.407751,-9.346419,-12.454811,True,0.000000,-0.030964,nan,-14.407751
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,200.000000,0.000000,E1-E3,P1A,P3A,1183.160360,848.703613,-14.650015,-9.307067,-12.192818,True,0.000000,-0.073435,nan,-14.650015
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,205.000000,0.000000,E1-E3,P1A,P3A,1184.340298,861.712236,-15.142106,-9.298409,-12.060694,True,0.000000,-0.128800,nan,-15.142106
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,210.000000,0.000000,E1-E3,P1A,P3A,1181.731137,864.767508,-15.938014,-9.317565,-12.029952,True,0.000000,-0.193515,nan,-15.938014
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,215.000000,0.000000,E1-E3,P1A,P3A,1173.815795,859.178009,-17.077252,-9.375940,-12.086276,True,0.000000,-0.264501,nan,-17.077252
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,220.000000,0.000000,E1-E3,P1A,P3A,1157.495906,845.021411,-18.583022,-9.497550,-12.230585,True,0.000000,-0.339335,nan,-18.583022
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,225.000000,0.000000,E1-E3,P1A,P3A,1129.382608,821.629797,-20.470598,-9.711117,-12.474415,True,0.000000,-0.418254,nan,-20.470598
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,230.000000,0.000000,E1-E3,P1A,P3A,1087.178681,788.325511,-22.765559,-10.041920,-12.833827,True,0.000000,-0.505381,-0.000000,-22.765559
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,235.000000,0.000000,E1-E3,P1A,P3A,1030.453760,744.911849,-25.524410,-10.507369,-13.325841,True,0.000000,-0.608993,-0.000000,-25.524410
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,240.000000,0.000000,E1-E3,P1A,P3A,960.676529,691.753982,-28.855490,-11.116395,-13.968905,True,0.000000,-0.741949,-0.000000,-28.855490
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,245.000000,0.000000,E1-E3,P1A,P3A,880.811655,629.586178,-32.943898,-11.870278,-14.786835,True,0.000000,-0.922830,-0.000000,-32.943898
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,250.000000,0.000000,E1-E3,P1A,P3A,794.930539,559.271576,-38.083793,-12.761355,-15.815484,True,0.000000,-1.176743,-0.000000,-38.083793
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,255.000000,0.000000,E1-E3,P1A,P3A,708.205100,481.659036,-44.711329,-13.764758,-17.113145,True,0.000000,-1.530948,-0.000000,-44.711329
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,260.000000,0.000000,E1-E3,P1A,P3A,627.481776,397.559287,-53.393274,-14.815916,-18.779901,True,0.000000,-1.989216,-0.000000,-53.393274
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,265.000000,0.000000,E1-E3,P1A,P3A,562.291875,307.800968,-64.603490,-15.768703,-21.002539,True,0.000000,-2.445222,-0.000000,-64.603490
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,270.000000,0.000000,E1-E3,P1A,P3A,525.107473,213.361247,-77.845493,-16.362975,-24.185628,True,0.000000,-2.427795,-0.000000,-77.845493
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,275.000000,0.000000,E1-E3,P1A,P3A,527.992746,115.878368,-88.881438,-16.315380,-29.487891,True,0.000000,7.201387,0.000000,-88.881438
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,280.000000,0.000000,E1-E3,P1A,P3A,575.434304,29.548399,-50.251036,-15.568024,-41.357260,False,nan,nan,nan,-50.251036
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,285.000000,0.000000,E1-E3,P1A,P3A,661.551891,97.172204,30.175316,-14.356661,-31.017098,True,0.000000,7.770972,0.000000,30.175316
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,290.000000,0.000000,E1-E3,P1A,P3A,775.452919,199.267144,27.683140,-12.976830,-24.779225,True,0.000000,-0.837565,-0.000000,27.683140
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,295.000000,0.000000,E1-E3,P1A,P3A,906.698404,302.084270,21.799666,-11.618682,-21.165377,True,0.000000,-1.137024,-0.000000,21.799666
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,300.000000,0.000000,E1-E3,P1A,P3A,1046.950900,403.828178,16.312897,-10.369413,-18.644006,True,0.000000,-1.018091,-0.000000,16.312897
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,305.000000,0.000000,E1-E3,P1A,P3A,1189.863662,504.311777,11.618760,-9.257995,-16.713957,True,0.000000,-0.859268,-0.000000,11.618760
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,310.000000,0.000000,E1-E3,P1A,P3A,1330.825892,604.330154,7.720219,-8.285514,-15.142454,True,0.000000,-0.704408,-0.000000,7.720219
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,315.000000,0.000000,E1-E3,P1A,P3A,1466.794092,705.357925,4.574675,-7.440556,-13.799748,True,0.000000,-0.559480,-0.000000,4.574675
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,320.000000,0.000000,E1-E3,P1A,P3A,1595.996710,808.964003,2.125423,-6.707299,-12.609355,True,0.000000,-0.428608,nan,2.125423
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,325.000000,0.000000,E1-E3,P1A,P3A,1717.393000,915.996246,0.288591,-6.070545,-11.530065,True,0.000000,-0.317294,nan,0.288591
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,330.000000,0.000000,E1-E3,P1A,P3A,1830.028165,1025.830755,-1.047514,-5.518783,-10.546425,True,0.000000,-0.229499,nan,-1.047514
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,335.000000,0.000000,E1-E3,P1A,P3A,1932.606918,1136.123216,-2.006395,-5.045068,-9.659430,True,0.000000,-0.165755,nan,-2.006395
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,340.000000,0.000000,E1-E3,P1A,P3A,2023.530959,1243.377654,-2.705069,-4.645742,-8.875878,True,0.000000,-0.123752,nan,-2.705069
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,345.000000,0.000000,E1-E3,P1A,P3A,2101.340926,1344.201755,-3.243912,-4.318008,-8.198650,True,0.000000,-0.099746,nan,-3.243912
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,350.000000,0.000000,E1-E3,P1A,P3A,2165.239405,1436.631029,-3.702534,-4.057820,-7.621034,True,0.000000,-0.089195,nan,-3.702534
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,355.000000,0.000000,E1-E3,P1A,P3A,2215.405440,1520.792162,-4.135858,-3.858874,-7.126542,True,0.000000,-0.086908,nan,-4.135858
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,360.000000,0.000000,E1-E3,P1A,P3A,2253.067587,1598.565025,-4.571612,-3.712454,-6.693333,True,0.000000,-0.087151,nan,-4.571612
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,0.000000,45.000000,E1-E3,P1A,P3A,1425.037166,3263.072850,115.955569,-7.691415,-0.495403,True,120.527181,-0.088832,nan,115.955569
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,5.000000,45.000000,E1-E3,P1A,P3A,1442.152543,3248.276174,113.761264,-7.587715,-0.534880,True,118.777034,-0.089548,nan,113.761264
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,10.000000,45.000000,E1-E3,P1A,P3A,1444.468015,3221.386157,110.854991,-7.573780,-0.607083,True,116.322084,-0.091619,nan,110.854991
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,15.000000,45.000000,E1-E3,P1A,P3A,1430.198771,3182.392671,107.129099,-7.660011,-0.712864,True,113.061059,-0.096264,nan,107.129099
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,20.000000,45.000000,E1-E3,P1A,P3A,1400.403862,3128.953884,102.461497,-7.842873,-0.859956,True,108.891230,-0.105560,nan,102.461497
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,25.000000,45.000000,E1-E3,P1A,P3A,1358.794977,3057.692060,96.727930,-8.104860,-1.060064,True,103.715486,-0.120018,nan,96.727930
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,30.000000,45.000000,E1-E3,P1A,P3A,1311.116906,2965.854882,89.831834,-8.415110,-1.324941,True,97.461746,-0.137978,nan,89.831834
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,35.000000,45.000000,E1-E3,P1A,P3A,1264.343026,2852.702753,81.753823,-8.730640,-1.662808,True,90.121163,-0.155690,nan,81.753823
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,40.000000,45.000000,E1-E3,P1A,P3A,1225.569603,2720.103058,72.614321,-9.001179,-2.076232,True,81.801137,-0.167994,nan,72.614321
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,45.000000,45.000000,E1-E3,P1A,P3A,1200.440209,2572.178596,62.715597,-9.181128,-2.561916,True,72.762881,-0.169715,nan,62.715597
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,50.000000,45.000000,E1-E3,P1A,P3A,1191.483986,2414.276425,52.507224,-9.246175,-3.112199,True,63.391187,-0.157395,nan,52.507224
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,55.000000,45.000000,E1-E3,P1A,P3A,1197.389292,2251.761452,42.457191,-9.203231,-3.717491,True,54.078422,-0.130487,nan,42.457191
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,60.000000,45.000000,E1-E3,P1A,P3A,1213.931391,2089.094136,32.900138,-9.084056,-4.368779,True,45.088968,-0.091322,nan,32.900138
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,65.000000,45.000000,E1-E3,P1A,P3A,1236.054650,1929.403644,23.961273,-8.927185,-5.059477,True,36.495730,-0.043956,nan,23.961273
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,70.000000,45.000000,E1-E3,P1A,P3A,1259.850875,1774.495649,15.579679,-8.761556,-5.786440,True,28.208066,0.007424,nan,15.579679
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,75.000000,45.000000,E1-E3,P1A,P3A,1283.563390,1625.086993,7.582190,-8.599592,-6.550407,True,20.042411,0.059767,nan,7.582190
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,80.000000,45.000000,E1-E3,P1A,P3A,1307.544344,1481.077928,-0.246074,-8.438810,-7.356381,True,11.784645,0.111795,nan,-0.246074
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,85.000000,45.000000,E1-E3,P1A,P3A,1333.549764,1341.798630,-8.122594,-8.267754,-8.214192,True,3.219674,0.164031,nan,-8.122594
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,90.000000,45.000000,E1-E3,P1A,P3A,1363.816482,1206.311519,-16.270148,-8.072820,-9.138749,True,-5.879738,0.218425,nan,-16.270148
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,95.000000,45.000000,E1-E3,P1A,P3A,1400.250594,1073.956608,-24.965411,-7.843824,-10.148204,True,-15.807389,0.277674,nan,-24.965411
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,100.000000,45.000000,E1-E3,P1A,P3A,1443.912006,945.384576,-34.631857,-7.577124,-11.255769,True,-27.018192,0.344194,nan,-34.631857
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,105.000000,45.000000,E1-E3,P1A,P3A,1494.841284,824.339779,-45.952391,-7.276037,-12.445814,True,-40.236306,0.418662,nan,-45.952391
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,110.000000,45.000000,E1-E3,P1A,P3A,1552.153130,720.270323,-59.876500,-6.949248,-13.618028,True,-56.449453,0.498249,nan,-59.876500
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,115.000000,45.000000,E1-E3,P1A,P3A,1614.240440,650.439086,-77.101809,-6.608574,-14.503806,True,-76.368217,0.574930,-132.830430,-77.101809
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,120.000000,45.000000,E1-E3,P1A,P3A,1678.925001,635.851103,-96.590648,-6.267313,-14.700830,True,-98.912902,0.634642,-155.856318,-96.590648
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,125.000000,45.000000,E1-E3,P1A,P3A,1743.467036,685.939993,-114.960850,-5.939664,-14.042216,True,-120.573674,0.658047,-183.229656,-114.960850
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,130.000000,45.000000,E1-E3,P1A,P3A,1804.481074,788.633301,-129.335021,-5.640892,-12.830437,True,-138.237742,0.622760,-221.975990,-129.335021
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,135.000000,45.000000,E1-E3,P1A,P3A,1857.935521,921.574613,-139.361982,-5.387326,-11.477329,True,-151.202405,0.505260,-299.256516,-139.361982
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,140.000000,45.000000,E1-E3,P1A,P3A,1899.454028,1065.251181,-145.977703,-5.195363,-10.218898,True,-159.933027,0.280549,nan,-145.977703
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,145.000000,45.000000,E1-E3,P1A,P3A,1925.033595,1206.222288,-150.131531,-5.079173,-9.139392,True,-164.777444,-0.076137,nan,-150.131531
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,150.000000,45.000000,E1-E3,P1A,P3A,1932.065457,1335.810096,-152.449262,-5.047502,-8.253044,True,-165.643216,-0.563599,293.902771,-152.449262
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,155.000000,45.000000,E1-E3,P1A,P3A,1920.282018,1448.354388,-153.277403,-5.100639,-7.550442,True,-162.287330,-1.077231,150.652291,-153.277403
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,160.000000,45.000000,E1-E3,P1A,P3A,1892.091206,1540.062346,-152.799593,-5.229097,-7.017173,True,-155.221236,-1.365773,113.650807,-152.799593
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,165.000000,45.000000,E1-E3,P1A,P3A,1851.852247,1608.647359,-151.148294,-5.415812,-6.638722,True,-146.500488,-1.237852,118.350611,-151.148294
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,170.000000,45.000000,E1-E3,P1A,P3A,1804.113991,1653.654346,-148.487719,-5.642659,-6.399044,True,-138.530847,-0.820358,168.866346,-148.487719
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,175.000000,45.000000,E1-E3,P1A,P3A,1751.581801,1677.037913,-145.046438,-5.899330,-6.277081,True,-132.195052,-0.405166,nan,-145.046438
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,180.000000,45.000000,E1-E3,P1A,P3A,1694.064054,1683.340663,-141.092946,-6.189342,-6.244499,True,-127.084416,-0.145676,nan,-141.092946
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,185.000000,45.000000,E1-E3,P1A,P3A,1629.186274,1678.944544,-136.879862,-6.528524,-6.267212,True,-122.571720,-0.033184,nan,-136.879862
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,190.000000,45.000000,E1-E3,P1A,P3A,1554.375673,1670.362283,-132.597397,-6.936819,-6.311725,True,-118.257023,-0.009961,nan,-132.597397
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,195.000000,45.000000,E1-E3,P1A,P3A,1468.690877,1662.145426,-128.354675,-7.429331,-6.354558,True,-113.946924,-0.030964,nan,-128.354675
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,200.000000,45.000000,E1-E3,P1A,P3A,1373.375615,1655.319656,-124.179587,-8.012152,-6.390301,True,-109.529572,-0.073435,nan,-124.179587
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,205.000000,45.000000,E1-E3,P1A,P3A,1271.103037,1647.061894,-120.025904,-8.684324,-6.433740,True,-104.883798,-0.128800,nan,-120.025904
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,210.000000,45.000000,E1-E3,P1A,P3A,1164.721938,1631.717047,-115.786986,-9.443494,-6.515042,True,-99.848971,-0.193515,nan,-115.786986
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,215.000000,45.000000,E1-E3,P1A,P3A,1056.405185,1602.633267,-111.314057,-10.291328,-6.671256,True,-94.236805,-0.264501,nan,-111.314057
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,220.000000,45.000000,E1-E3,P1A,P3A,947.617563,1554.038157,-106.427938,-11.235277,-6.938705,True,-87.844916,-0.339335,nan,-106.427938
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,225.000000,45.000000,E1-E3,P1A,P3A,839.734053,1482.328592,-100.913479,-12.285104,-7.349049,True,-80.442881,-0.418254,nan,-100.913479
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,230.000000,45.000000,E1-E3,P1A,P3A,734.813864,1386.510887,-94.497078,-13.444392,-7.929473,True,-71.731519,-0.505381,141.935488,-94.497078
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,235.000000,45.000000,E1-E3,P1A,P3A,636.068978,1267.891435,-86.820295,-14.697855,-8.706297,True,-61.295885,-0.608993,100.651205,-86.820295
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,240.000000,45.000000,E1-E3,P1A,P3A,547.818260,1129.352764,-77.434835,-15.995209,-9.711346,True,-48.579345,-0.741949,65.475329,-77.434835
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,245.000000,45.000000,E1-E3,P1A,P3A,474.934203,974.631507,-65.855951,-17.235270,-10.991130,True,-32.912052,-0.922830,35.664253,-65.855951
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,250.000000,45.000000,E1-E3,P1A,P3A,421.802441,808.026479,-51.673118,-18.265757,-12.619427,True,-13.589325,-1.176743,11.548251,-51.673118
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,255.000000,45.000000,E1-E3,P1A,P3A,390.848575,635.171954,-34.457249,-18.927768,-14.710113,True,10.254080,-1.530948,-6.697863,-34.457249
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,260.000000,45.000000,E1-E3,P1A,P3A,381.315991,466.844016,-12.596196,-19.142238,-17.384503,True,40.797077,-1.989216,-20.509123,-12.596196
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,90.000000,265.000000,45.000000,E1-E3,P1A,P3A,389.628473,333.556513,19.764336,-18.954925,-20.304550,True,84.367826,-2.445222,-34.503136,19.764336
